game_id	section_id	team_id	team_name	team_url	period_scores
148050	0	391	UMBC		[2, 2, 5, 3, 12]
148050	1	62	Binghamton		[2, 0, 2, 2, 6]
145670	0	725	Army		[0, 2, 0, 0, 2]
145670	1	283	Hofstra		[6, 4, 2, 5, 17]
148088	0	282	Hobart		[2, 4, 2, 1, 9]
148088	1	81	Bryant		[2, 2, 4, 2, 10]
147279	0	52	Bellarmine		[2, 2, 1, 2, 7]
147279	1	562	Quinnipiac		[8, 2, 5, 5, 20]
124323	0	183	Denver		[2, 1, 2, 4, 9]
124323	1	688	Syracuse		[8, 2, 4, 1, 15]
145096	0	381	Manhattan		[3, 2, 6, 1, 12]
145096	1	1320	Presbyterian		[2, 3, 0, 2, 7]
146332	0	556	Providence		[1, 2, 1, 1, 5]
146332	1	603	St. John's (NY)		[6, 3, 2, 2, 13]
145672	0	450	Mt. St. Mary's		[5, 2, 5, 2, 14]
145672	1	342	Lafayette		[3, 4, 2, 3, 12]
100822	0	741	VMI		[0, 3, 1, 1, 5]
100822	1	726	Navy		[7, 1, 6, 2, 16]
126056	0	590	Sacred Heart		[3, 3, 0, 1, 7]
126056	1	316	Jacksonville		[2, 4, 7, 4, 17]
147280	0	193	Duke		[4, 3, 1, 4, 12]
147280	1	746	Virginia		[4, 5, 3, 4, 16]
124427	0	725	Army		[0, 2, 3, 2, 7]
124427	1	688	Syracuse		[2, 3, 2, 5, 12]
145100	0	191	Drexel		[2, 1, 1, 4, 8]
145100	1	739	Villanova		[2, 3, 4, 1, 10]
148091	0	220	Fairfield		[2, 1, 3, 4, 0, 10]
148091	1	562	Quinnipiac		[2, 2, 2, 4, 1, 11]
145673	0	62	Binghamton		[1, 2, 1, 4, 8]
145673	1	738	Vermont		[5, 2, 1, 3, 11]
146357	0	342	Lafayette		[3, 1, 3, 2, 9]
146357	1	153	Colgate		[0, 4, 4, 6, 14]
100922	0	739	Villanova		[1, 4, 0, 3, 8]
100922	1	518	Ohio St.		[4, 2, 2, 2, 10]
145161	0	518	Ohio St.		[1, 1, 3, 5, 10]
145161	1	562	Quinnipiac		[2, 2, 3, 1, 8]
147288	0	153	Colgate		[1, 0, 1, 5, 0, 7]
147288	1	83	Bucknell		[3, 3, 1, 0, 1, 8]
126060	0	52	Bellarmine		[3, 1, 2, 2, 8]
126060	1	272	Hartford		[1, 3, 2, 1, 7]
148093	0	180	Delaware		[1, 6, 2, 3, 12]
148093	1	711	Towson		[3, 1, 0, 5, 9]
124466	0	748	Wagner		[1, 0, 0, 2, 3]
124466	1	562	Quinnipiac		[3, 8, 2, 7, 20]
145678	0	540	Penn		[0, 2, 4, 8, 14]
145678	1	813	Yale		[3, 7, 3, 3, 16]
101182	0	400	Massachusetts		[2, 7, 1, 5, 15]
101182	1	590	Sacred Heart		[1, 3, 5, 3, 12]
146361	0	352	Lehigh		[0, 2, 1, 2, 5]
146361	1	83	Bucknell		[3, 5, 3, 3, 14]
147289	0	62	Binghamton		[4, 3, 4, 2, 13]
147289	1	272	Hartford		[1, 5, 2, 4, 12]
126074	0	184	Detroit		[1, 3, 1, 1, 6]
126074	1	579	Robert Morris		[3, 3, 4, 5, 15]
145163	0	193	Duke		[4, 1, 5, 5, 15]
145163	1	251	Georgetown		[3, 2, 4, 1, 10]
148095	0	14	Albany (NY)		[0, 4, 2, 1, 7]
148095	1	683	Stony Brook		[5, 2, 1, 3, 11]
103042	0	81	Bryant		[0, 2, 2, 0, 4]
103042	1	457	North Carolina		[1, 3, 0, 1, 5]
145679	0	590	Sacred Heart		[0, 4, 0, 4, 8]
145679	1	450	Mt. St. Mary's		[1, 3, 4, 1, 9]
124547	0	741	VMI		[5, 5, 2, 2, 14]
124547	1	1320	Presbyterian		[1, 2, 1, 3, 7]
147294	0	748	Wagner		[1, 1, 1, 4, 1, 8]
147294	1	741	VMI		[1, 1, 2, 3, 0, 7]
146363	0	172	Dartmouth		[0, 0, 2, 0, 2]
146363	1	554	Princeton		[5, 6, 2, 3, 16]
145166	0	683	Stony Brook		[2, 2, 3, 1, 8]
145166	1	81	Bryant		[1, 1, 1, 4, 7]
126075	0	518	Ohio St.		[2, 2, 1, 2, 7]
126075	1	579	Robert Morris		[5, 3, 2, 2, 12]
148102	0	813	Yale		[1, 1, 0, 4, 6]
148102	1	554	Princeton		[0, 3, 2, 2, 7]
124640	0	603	St. John's (NY)		[1, 2, 0, 3, 6]
124640	1	251	Georgetown		[2, 3, 2, 2, 9]
103082	0	457	North Carolina		[3, 2, 4, 2, 11]
103082	1	316	Jacksonville		[2, 1, 1, 1, 5]
145682	0	220	Fairfield		[4, 4, 2, 3, 13]
145682	1	52	Bellarmine		[0, 0, 3, 1, 4]
148105	0	587	Rutgers		[4, 2, 3, 3, 12]
148105	1	556	Providence		[0, 1, 1, 0, 2]
145168	0	83	Bucknell		[2, 2, 0, 2, 6]
145168	1	14	Albany (NY)		[1, 2, 2, 2, 7]
124663	0	539	Penn St.		[2, 4, 1, 3, 0, 10]
124663	1	518	Ohio St.		[3, 3, 2, 2, 1, 11]
106422	0	518	Ohio St.		[2, 2, 0, 1, 5]
106422	1	83	Bucknell		[1, 4, 1, 5, 11]
146364	0	813	Yale		[5, 3, 5, 1, 14]
146364	1	80	Brown		[0, 4, 1, 6, 11]
126077	0	725	Army		[1, 1, 3, 2, 0, 7]
126077	1	721	Air Force		[2, 1, 3, 1, 1, 8]
148106	0	251	Georgetown		[5, 0, 6, 4, 15]
148106	1	739	Villanova		[1, 6, 0, 2, 9]
147297	0	172	Dartmouth		[3, 5, 6, 4, 18]
147297	1	738	Vermont		[1, 5, 1, 6, 13]
145684	0	316	Jacksonville		[2, 2, 1, 2, 7]
145684	1	193	Duke		[4, 7, 2, 3, 16]
124679	0	381	Manhattan		[1, 7, 2, 2, 12]
124679	1	590	Sacred Heart		[0, 4, 1, 4, 9]
146366	0	738	Vermont		[2, 4, 1, 6, 13]
146366	1	272	Hartford		[2, 2, 2, 0, 6]
145170	0	450	Mt. St. Mary's		[3, 5, 2, 2, 12]
145170	1	748	Wagner		[2, 2, 0, 1, 5]
126078	0	539	Penn St.		[1, 1, 1, 1, 4]
126078	1	587	Rutgers		[1, 2, 4, 0, 7]
147298	0	391	UMBC		[2, 1, 2, 2, 1, 8]
147298	1	738	Vermont		[1, 3, 0, 3, 0, 7]
148107	0	191	Drexel		[5, 1, 1, 5, 12]
148107	1	180	Delaware		[3, 7, 4, 1, 15]
109962	0	352	Lehigh		[2, 2, 0, 1, 5]
109962	1	457	North Carolina		[2, 7, 5, 3, 17]
124874	0	554	Princeton		[4, 3, 2, 1, 1, 11]
124874	1	322	Johns Hopkins		[4, 0, 4, 2, 0, 10]
145686	0	80	Brown		[0, 4, 3, 3, 10]
145686	1	193	Duke		[3, 3, 1, 4, 11]
145172	0	711	Towson		[0, 2, 1, 3, 6]
145172	1	369	Loyola Maryland		[2, 2, 1, 2, 7]
146370	0	556	Providence		[1, 0, 1, 1, 3]
146370	1	513	Notre Dame		[0, 5, 5, 1, 11]
147301	0	450	Mt. St. Mary's		[3, 2, 6, 7, 18]
147301	1	606	Saint Joseph's		[3, 1, 3, 1, 8]
110842	0	352	Lehigh		[3, 1, 1, 2, 7]
110842	1	606	Saint Joseph's		[1, 1, 3, 1, 6]
145689	0	283	Hofstra		[2, 5, 3, 1, 11]
145689	1	191	Drexel		[3, 4, 1, 5, 13]
127324	0	285	Holy Cross		[1, 3, 4, 5, 13]
127324	1	172	Dartmouth		[1, 1, 3, 3, 8]
124946	0	606	Saint Joseph's		[1, 1, 1, 3, 6]
124946	1	587	Rutgers		[6, 4, 2, 3, 15]
148111	0	554	Princeton		[1, 1, 3, 4, 1, 10]
148111	1	167	Cornell		[4, 2, 1, 2, 0, 9]
146372	0	590	Sacred Heart		[0, 1, 2, 1, 4]
146372	1	81	Bryant		[3, 1, 2, 3, 9]
125006	0	275	Harvard		[3, 4, 2, 0, 9]
125006	1	285	Holy Cross		[4, 0, 2, 1, 7]
145174	0	518	Ohio St.		[1, 2, 3, 2, 8]
145174	1	220	Fairfield		[2, 2, 4, 2, 10]
145786	0	180	Delaware		[3, 2, 2, 0, 7]
145786	1	711	Towson		[3, 4, 1, 1, 9]
110862	0	381	Manhattan		[0, 0, 0, 3, 3]
110862	1	322	Johns Hopkins		[3, 4, 7, 0, 14]
147302	0	81	Bryant		[2, 5, 3, 4, 0, 1, 15]
147302	1	579	Robert Morris		[3, 2, 6, 3, 0, 0, 14]
148128	0	590	Sacred Heart		[1, 2, 1, 3, 7]
148128	1	193	Duke		[5, 6, 3, 5, 19]
145175	0	282	Hobart		[0, 0, 3, 2, 5]
145175	1	220	Fairfield		[2, 6, 4, 2, 14]
127325	0	748	Wagner		[1, 3, 1, 4, 9]
127325	1	172	Dartmouth		[4, 10, 3, 1, 18]
146378	0	183	Denver		[2, 2, 3, 3, 10]
146378	1	518	Ohio St.		[4, 3, 2, 0, 9]
147308	0	80	Brown		[2, 5, 4, 2, 13]
147308	1	167	Cornell		[4, 2, 0, 4, 10]
125015	0	80	Brown		[1, 2, 4, 5, 12]
125015	1	283	Hofstra		[0, 6, 5, 4, 15]
145789	0	81	Bryant		[0, 1, 2, 4, 7]
145789	1	80	Brown		[2, 2, 2, 3, 9]
148129	0	183	Denver		[5, 3, 2, 5, 15]
148129	1	721	Air Force		[2, 0, 2, 3, 7]
145181	0	726	Navy		[2, 1, 2, 4, 1, 10]
145181	1	153	Colgate		[4, 2, 2, 1, 0, 9]
128683	0	726	Navy		[3, 2, 2, 2, 9]
128683	1	711	Towson		[3, 3, 3, 1, 10]
147332	0	285	Holy Cross		[4, 0, 3, 3, 10]
147332	1	725	Army		[5, 3, 3, 2, 13]
146381	0	741	VMI		[2, 4, 1, 1, 8]
146381	1	639	Siena		[0, 5, 3, 5, 13]
110922	0	180	Delaware		[2, 4, 1, 3, 0, 0, 1, 11]
110922	1	391	UMBC		[1, 3, 0, 6, 0, 0, 0, 10]
125016	0	457	North Carolina		[4, 3, 3, 2, 12]
125016	1	391	UMBC		[2, 3, 1, 1, 7]
145185	0	721	Air Force		[1, 2, 1, 2, 6]
145185	1	183	Denver		[3, 3, 0, 3, 9]
148150	0	381	Manhattan		[0, 3, 3, 0, 6]
148150	1	450	Mt. St. Mary's		[2, 2, 3, 3, 10]
145790	0	738	Vermont		[0, 0, 0, 1, 1]
145790	1	285	Holy Cross		[3, 2, 1, 5, 11]
147333	0	556	Providence		[0, 4, 1, 1, 6]
147333	1	1320	Presbyterian		[4, 1, 2, 1, 8]
146384	0	562	Quinnipiac		[1, 0, 4, 5, 10]
146384	1	285	Holy Cross		[5, 5, 4, 3, 17]
111602	0	746	Virginia		[1, 5, 0, 5, 11]
111602	1	191	Drexel		[4, 1, 2, 1, 8]
129062	0	316	Jacksonville		[0, 5, 1, 2, 8]
129062	1	83	Bucknell		[5, 5, 4, 3, 17]
145186	0	606	Saint Joseph's		[1, 3, 3, 2, 9]
145186	1	386	Marist		[2, 4, 5, 4, 15]
145850	0	184	Detroit		[1, 3, 2, 2, 8]
145850	1	639	Siena		[3, 0, 2, 4, 9]
125017	0	711	Towson		[3, 1, 2, 5, 11]
125017	1	683	Stony Brook		[3, 6, 2, 3, 14]
148151	0	450	Mt. St. Mary's		[3, 1, 2, 1, 7]
148151	1	639	Siena		[1, 1, 2, 2, 6]
146386	0	191	Drexel		[3, 2, 1, 1, 7]
146386	1	711	Towson		[3, 1, 2, 2, 8]
111642	0	513	Notre Dame		[4, 2, 3, 2, 11]
111642	1	193	Duke		[2, 3, 2, 0, 7]
147334	0	81	Bryant		[4, 4, 1, 0, 9]
147334	1	1320	Presbyterian		[2, 0, 2, 1, 5]
129422	0	400	Massachusetts		[5, 3, 0, 4, 12]
129422	1	813	Yale		[3, 5, 2, 3, 13]
125022	0	83	Bucknell		[1, 1, 0, 5, 0, 7]
125022	1	726	Navy		[1, 2, 3, 1, 1, 8]
145217	0	554	Princeton		[2, 2, 0, 3, 7]
145217	1	813	Yale		[2, 2, 1, 1, 6]
148153	0	80	Brown		[2, 2, 1, 3, 8]
148153	1	167	Cornell		[3, 3, 7, 1, 14]
146388	0	683	Stony Brook		[5, 4, 4, 4, 17]
146388	1	62	Binghamton		[6, 3, 4, 3, 16]
145870	0	83	Bucknell		[2, 3, 3, 3, 11]
145870	1	285	Holy Cross		[1, 0, 1, 0, 2]
111664	0	738	Vermont		[0, 0, 2, 2, 4]
111664	1	81	Bryant		[2, 1, 2, 2, 7]
147350	0	191	Drexel		[0, 1, 0, 5, 6]
147350	1	180	Delaware		[0, 5, 3, 2, 10]
125025	0	688	Syracuse		[4, 1, 1, 4, 10]
125025	1	746	Virginia		[2, 6, 1, 2, 11]
129424	0	153	Colgate		[2, 4, 0, 2, 8]
129424	1	275	Harvard		[3, 1, 4, 3, 11]
145873	0	391	UMBC		[2, 1, 3, 1, 7]
145873	1	711	Towson		[3, 2, 3, 2, 10]
145218	0	381	Manhattan		[1, 3, 1, 5, 0, 0, 10]
145218	1	116	Canisius		[2, 2, 5, 1, 0, 1, 11]
148228	0	322	Johns Hopkins		[2, 3, 2, 2, 9]
148228	1	369	Loyola Maryland		[1, 2, 1, 2, 6]
146549	0	251	Georgetown		[2, 2, 0, 2, 6]
146549	1	369	Loyola Maryland		[3, 1, 4, 3, 11]
129425	0	556	Providence		[0, 1, 1, 1, 3]
129425	1	400	Massachusetts		[5, 4, 3, 5, 17]
125043	0	386	Marist		[2, 4, 2, 5, 13]
125043	1	738	Vermont		[4, 5, 2, 0, 11]
147368	0	172	Dartmouth		[1, 2, 2, 0, 5]
147368	1	81	Bryant		[0, 3, 3, 1, 7]
146588	0	14	Albany (NY)		[2, 2, 2, 1, 7]
146588	1	391	UMBC		[3, 6, 2, 1, 12]
111682	0	579	Robert Morris		[12, 3, 5, 4, 24]
111682	1	539	Penn St.		[4, 1, 6, 6, 17]
145874	0	450	Mt. St. Mary's		[0, 1, 4, 1, 6]
145874	1	251	Georgetown		[1, 2, 5, 3, 11]
145232	0	739	Villanova		[2, 2, 4, 3, 11]
145232	1	180	Delaware		[1, 2, 2, 3, 8]
147408	0	606	Saint Joseph's		[2, 6, 1, 0, 9]
147408	1	748	Wagner		[0, 0, 4, 4, 8]
129426	0	603	St. John's (NY)		[2, 0, 0, 4, 6]
