game_id	section_id	player_id	player_name	player_url	starter	position	Goals	Assists	Points	Shots	SOG	Man-Up G	Man-Down G	GB	TO	CT	FO Won	FOs Taken	Pen	Pen Time	G Min	Goals Allowed	Saves	W	L	T	RC	YC	"Clears	Att"	Clear Pct
4003927	0	1527125	Hatton, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1527125	true	D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418126	Jackson, Kyle	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418126	true	A	4	1	5	7	6	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1765590	Joseph, David	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1765590	true	MF	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1527126	King, Ian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1527126	true	A	2	3	5	5	3	1	0	0	1	1	0	0	1	60	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418105	Kraus, Peter	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418105	true	A	1	1	2	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418113	Logan, Gerald	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418113	true	GK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	3	0	1	0	0	0	0	0	0
4003927	0	1527128	Schlosser, Mikie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1527128	true	MF	0	1	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418114	Walker, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418114	true	D	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1639216	Bogle, PJ	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1639216	true	""	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418128	Brown, Chase	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418128	true	""	0	0	0	0	0	0	0	4	2	1	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1751997	DeCaprio, Nick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1751997	true	""	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418106	Gaughan, Brendan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418106	true	""	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418109	Hernandez, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418109	true	""	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418116	Keady, Charlie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418116	true	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418125	Kennedy, Riley	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418125	true	""	1	0	1	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418120	Kinek, Dan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418120	true	""	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1418112	Lott, Brad	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1418112	true	""	0	0	0	0	0	0	0	2	0	0	9	21	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1639222	McDonnell, Mike	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1639222	true	""	0	0	0	0	0	0	0	2	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1639219	McKee, Parker	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1639219	true	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1527134	Roswell, Andrew	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1527134	true	""	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1752002	Sutherland, Rocco	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1752002	true	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1639213	Tracy, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1639213	true	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1527129	Wolter, Christian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1527129	true	""	0	0	0	1	0	0	0	0	0	0	0	0	1	60	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1639212	Young, Chase	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1639212	true	""	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0	1527132	Zonino, Robbie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1527132	true	""	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	10	3	0	0	0	0	0	0	0	0
4003927	0		TEAM		true	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	0		Totals		true	""	10	6	16	25	15	1	0	24	12	4	14	34	3	150	3	20	6	0	0	0	0	0	8	10	0
4003927	1	1530126	Pifani, Austin	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1530126	true	D	0	0	0	0	0	0	0	4	0	1	0	0	1	60	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1530131	Balkam, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1530131	true	GK	0	0	0	0	0	0	0	3	0	1	0	0	0	0	3	9	5	1	0	0	0	0	0	0	0
4003927	1	1644121	Cloutier, Chris	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1644121	true	A	5	0	5	7	5	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1752478	Rowlett, Jack	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1752478	true	D	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1530118	Goldstock, Luke	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1530118	true	A	2	3	5	10	4	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
