year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	gp	gs	gp	gs	Goals	Assists	Points	Shots	Shot PCT	SOG	SOG PCT	GWG	EMO G	Man-Down G	GB	TO	CT	FOW	FOs Taken	FO%	Pen	Pen Time	GGP	GGS	G Min	Goals Allowed	GAA	Saves	Save Pct	RC	YC	Clears Suc	Clears Att	Clear Pct
2016	12380	180	Delaware	21	1639463	Brunner, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1639463	So	2	0	2	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	34	1527679	Scott, Carson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1527679	Jr	2	2	2	2	""	""	0	""	""	""	""	""	""	""	2	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	05	1527675	Peña, Phil	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1527675	Jr	2	0	2	""	""	""	0	1	""	""	""	""	""	""	""	""	""	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	04	1527674	Olbrich, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1527674	So	2	1	2	1	""	2	2	5	""	2	0.400	""	""	""	6	2	""	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	27	1527671	Major, Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1527671	Jr	2	2	2	2	3	3	6	17	0.176	6	0.353	""	""	""	3	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	14	1527670	Lyons, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1527670	Sr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	42	1527666	Finigan, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1527666	Jr	1	1	1	1	""	""	0	3	""	3	1.000	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	13	1639476	DiSimone, Dean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1639476	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	19	1425459	Martinelli, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1425459	Sr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	36	1751566	Parker, Campbell	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1751566	Fr	1	1	1	1	1	""	1	3	0.333	2	0.667	""	""	""	2	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	00	1751569	Romagnoli, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1751569	So	1	0	1	""	""	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	180	Delaware	77	1751570	Romagnoli, JT	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1751570	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	37	1760383	Sforza, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760383	Fr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	""	""	2	5	0.400	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	30	1760380	Horton, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760380	Fr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	29	1760379	Pickens, Bo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760379	Fr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	1	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	27	1760378	Green, Emmett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760378	Fr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	32	1638817	Horwat, Seth	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1638817	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	25	1638751	Kane, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1638751	So	1	1	1	1	""	""	0	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	19	1638750	Yarbrough II, Terry	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1638750	Jr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	71	1638735	Polson-McCannon, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1638735	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	33	1638733	Marzec, Greg	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1638733	Jr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	""	1	1	5	0.200	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	23	1638732	Hayes, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1638732	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	1	""	""	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	9	1638728	Birney, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1638728	So	1	1	1	1	""	""	0	2	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	7	1638727	Anstead, Mark	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1638727	So	1	0	1	""	1	2	3	7	0.143	4	0.571	""	""	""	""	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	15	1529739	Ducharme, Lucas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529739	So	1	1	1	1	""	""	0	2	""	1	0.500	""	""	""	1	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	41	1529738	Masterson, Pat	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529738	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	4	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	20	1529737	Gjokaj, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529737	Jr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	""	""	3	15	0.200	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	8	1529736	Weber, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529736	Jr	1	1	1	1	""	""	0	""	""	""	""	""	""	""	4	2	""	""	""	""	""	""	1	1	3,560	16	16.180	18	0.529	""	""	""	""	""
2016	12380	184	Detroit	44	1529734	Gilhooly, Alec	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529734	So	1	1	1	1	""	""	0	1	""	1	1.000	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	18	1529731	Susalla, Adam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529731	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	4	1529730	Matney, Bryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529730	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	31	1529729	Beauregard, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1529729	Jr	1	1	1	1	1	""	1	3	0.333	2	0.667	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	45	1423772	Bitetti, Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423772	Sr	1	1	1	1	""	""	0	""	""	""	""	""	""	""	2	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	91	1423769	Hess, JD	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423769	Jr	1	0	1	""	""	""	0	1	""	1	1.000	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	6	1423768	Hebden, Andy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423768	Sr	1	1	1	1	3	""	3	7	0.429	4	0.571	""	2	""	4	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	50	1423751	Spuller, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423751	Sr	1	1	1	1	""	""	0	2	""	2	1.000	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	17	1423747	Yono, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423747	Sr	1	1	1	1	""	""	0	""	""	""	""	""	""	""	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	184	Detroit	10	1423745	Flynn, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423745	Sr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	40	0	0.000	""	""	""	""	""	""	""
2016	12380	193	Duke	6	1764374	Prendergast, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764374	Fr	2	0	2	""	""	""	0	3	""	""	""	""	""	""	""	""	""	""	""	""	2	90	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	3	1533319	Fowler, Danny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533319	Jr	2	2	2	2	""	""	0	""	""	""	""	""	""	""	3	""	""	""	""	""	""	""	2	2	6,914	17	8.852	23	0.575	""	""	""	""	""
2016	12380	193	Duke	10	1423981	Class, Deemer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423981	Sr	2	2	2	2	5	2	7	10	0.500	7	0.700	1	""	""	2	1	""	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	11	1423982	Coady, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423982	Sr	2	2	2	2	""	""	0	""	""	""	""	""	""	""	2	1	1	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	4	1423983	Cohan, Chad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423983	Sr	2	2	2	2	3	1	4	3	1.000	3	1.000	""	""	""	2	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	20	1641139	Gill, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1641139	So	2	0	2	""	""	""	0	3	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	13	1423985	Ikeda, Jamie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423985	Sr	2	0	2	""	1	""	1	1	1.000	1	1.000	""	""	""	5	""	1	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	15	1423986	Jones, Myles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423986	Sr	2	2	2	2	3	4	7	12	0.250	6	0.500	""	""	""	""	2	""	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	24	1641141	Seau, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1641141	So	2	0	2	""	""	""	0	2	""	2	1.000	""	""	""	""	4	""	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	9	1423988	Matheis, Case	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423988	Sr	2	2	2	2	6	""	6	13	0.462	10	0.769	""	1	""	2	9	""	""	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	33	1641143	Guterding, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1641143	So	2	2	2	2	3	5	8	15	0.200	8	0.533	""	1	""	1	2	""	""	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	16	1764375	Van Raaphorst, Cade	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764375	Fr	2	0	2	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	27	1764376	Smith, Brad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764376	Fr	2	0	2	""	1	""	1	4	0.250	3	0.750	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	17	1533317	Zenker, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533317	Jr	2	0	2	""	1	""	1	1	1.000	1	1.000	""	""	""	5	1	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	25	1533318	Van de Ven, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533318	Jr	2	0	2	""	""	""	0	""	""	""	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	44	1533326	Powley, Ethan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533326	Jr	2	2	2	2	""	""	0	""	""	""	""	""	""	""	4	1	1	""	""	""	2	90	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	88	1533324	Dunne, Brian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533324	Jr	2	0	2	""	""	""	0	""	""	""	""	""	""	""	3	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	8	1533323	Bruckner, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533323	Jr	2	2	2	2	5	3	8	9	0.556	6	0.667	""	2	""	4	1	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	5	1641149	Rowe, Kyle	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1641149	Jr	2	0	2	""	1	""	1	3	0.333	2	0.667	1	""	""	20	1	""	31	47	0.660	1	30	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	47	1641148	Shea, Greg	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1641148	So	2	0	2	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	19	1641138	Pelton, Greg	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1641138	So	2	2	2	2	1	""	1	1	1.000	1	1.000	""	""	""	8	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	2	1423980	Aaron, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423980	Sr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1	""	286	0	0.000	4	1.000	""	""	""	""	""
2016	12380	193	Duke	12	1423984	Connelly, Seamus	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423984	Sr	1	0	1	""	""	""	0	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	26	1423987	Kruy, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423987	Sr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	41	1423997	Rhodes, Greg	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423997	Sr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	1	2	0.500	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	7	1423998	Scharf, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423998	Sr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	14	1423999	Shaffer, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1423999	Sr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	18	1533320	Prezioso, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533320	Sr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	32	1533322	Transou, Tripp	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533322	Jr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	39	1533325	Yanulis, Ian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533325	Jr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	48	1533327	Henderson, Teddy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1533327	Jr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	1	3	0.333	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	36	1641144	Russell, Mitch	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1641144	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	21	1641146	Harrington, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1641146	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	1	1764373	Alexander, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764373	Fr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	46	1764382	Fowler, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764382	Fr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	193	Duke	38	1764378	Carpenter, CJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1764378	Fr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	19	1761986	Horning, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761986	So	1	1	1	1	""	""	0	1	""	1	1.000	""	""	""	""	""	""	""	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	42	1761985	Burke, Colin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761985	Fr	1	0	1	""	3	1	4	8	0.375	5	0.625	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	33	1761984	Murphy, Samuel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761984	Fr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	11	1660768	Smith, JB	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660768	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	5	1660767	Schnider, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660767	Sr	1	1	1	1	3	2	5	4	0.750	4	1.000	""	1	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	4	1660766	Rodrigues, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660766	So	1	1	1	1	1	""	1	5	0.200	2	0.400	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	32	1660765	Peters, Riley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660765	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	27	1660764	Panara, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660764	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	2	""	1	3	10	0.300	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	47	1660762	Noonan, Spencer	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660762	So	1	1	1	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	8	1660761	Murray, Drew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660761	So	1	0	1	""	""	1	1	""	""	""	""	""	""	""	2	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	12	1660756	Fox, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660756	So	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	""	""	3	11	0.273	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	21	1532314	Giorgio, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532314	Jr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	23	1532313	Williamson, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532313	Jr	1	1	1	1	""	""	0	""	""	""	""	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	44	1532311	Borda, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532311	Jr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	3	""	3	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	1	1532310	Walsh, Jay	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532310	Jr	1	0	1	""	""	""	0	""	""	""	""	""	""	""	3	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	41	1532309	Fleming, Dave	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532309	Jr	1	1	1	1	""	""	0	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	40	1532308	Behring, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532308	Jr	1	1	1	1	""	""	0	""	""	""	""	""	""	""	2	1	""	""	""	""	""	""	1	1	3,600	11	11.000	15	0.577	""	""	""	""	""
2016	12380	220	Fairfield	3	1532303	Knostman, Jake	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532303	Jr	1	1	1	1	1	""	1	5	0.200	1	0.200	""	""	""	""	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	6	1532300	Eidenshink, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1532300	Jr	1	1	1	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	45	1439710	Dalton, Conor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439710	Sr	1	0	1	""	1	""	1	1	1.000	1	1.000	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2016	12380	220	Fairfield	15	1439697	Neubauer, TJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1439697	Sr	1	1	1	1	1	""	1	3	0.333	2	0.667	""	""	""	4	2	""	1	2	0.500	""	""	""	""	""	""	""	""	""	""	""	""	""	""
