game_id	section_id	team_id	team_name	team_url	period_scores
100822	0	741	VMI	http://stats.ncaa.org/team/741/10301	[0, 3, 1, 1, 5]
100822	1	726	Navy	http://stats.ncaa.org/team/726/10301	[7, 1, 6, 2, 16]
100922	0	739	Villanova	http://stats.ncaa.org/team/739/10301	[1, 4, 0, 3, 8]
100922	1	518	Ohio St.	http://stats.ncaa.org/team/518/10301	[4, 2, 2, 2, 10]
101182	0	400	Massachusetts	http://stats.ncaa.org/team/400/10301	[2, 7, 1, 5, 15]
101182	1	590	Sacred Heart	http://stats.ncaa.org/team/590/10301	[1, 3, 5, 3, 12]
103042	0	81	Bryant	http://stats.ncaa.org/team/81/10301	[0, 2, 2, 0, 4]
103042	1	457	North Carolina	http://stats.ncaa.org/team/457/10301	[1, 3, 0, 1, 5]
103082	0	457	North Carolina	http://stats.ncaa.org/team/457/10301	[3, 2, 4, 2, 11]
103082	1	316	Jacksonville	http://stats.ncaa.org/team/316/10301	[2, 1, 1, 1, 5]
106422	0	518	Ohio St.	http://stats.ncaa.org/team/518/10301	[2, 2, 0, 1, 5]
106422	1	83	Bucknell	http://stats.ncaa.org/team/83/10301	[1, 4, 1, 5, 11]
109962	0	352	Lehigh	http://stats.ncaa.org/team/352/10301	[2, 2, 0, 1, 5]
109962	1	457	North Carolina	http://stats.ncaa.org/team/457/10301	[2, 7, 5, 3, 17]
110842	0	352	Lehigh	http://stats.ncaa.org/team/352/10301	[3, 1, 1, 2, 7]
110842	1	606	Saint Joseph's	http://stats.ncaa.org/team/606/10301	[1, 1, 3, 1, 6]
110862	0	381	Manhattan	http://stats.ncaa.org/team/381/10301	[0, 0, 0, 3, 3]
110862	1	322	Johns Hopkins	http://stats.ncaa.org/team/322/10301	[3, 4, 7, 0, 14]
110922	0	180	Delaware	http://stats.ncaa.org/team/180/10301	[2, 4, 1, 3, 0, 0, 1, 11]
110922	1	391	UMBC	http://stats.ncaa.org/team/391/10301	[1, 3, 0, 6, 0, 0, 0, 10]
111602	0	746	Virginia	http://stats.ncaa.org/team/746/10301	[1, 5, 0, 5, 11]
111602	1	191	Drexel	http://stats.ncaa.org/team/191/10301	[4, 1, 2, 1, 8]
111642	0	513	Notre Dame	http://stats.ncaa.org/team/513/10301	[4, 2, 3, 2, 11]
111642	1	193	Duke	http://stats.ncaa.org/team/193/10301	[2, 3, 2, 0, 7]
111664	0	738	Vermont	http://stats.ncaa.org/team/738/10301	[0, 0, 2, 2, 4]
111664	1	81	Bryant	http://stats.ncaa.org/team/81/10301	[2, 1, 2, 2, 7]
111682	0	579	Robert Morris	http://stats.ncaa.org/team/579/10301	[12, 3, 5, 4, 24]
111682	1	539	Penn St.	http://stats.ncaa.org/team/539/10301	[4, 1, 6, 6, 17]
111702	0	285	Holy Cross	http://stats.ncaa.org/team/285/10301	[1, 2, 2, 3, 8]
111702	1	603	St. John's (NY)	http://stats.ncaa.org/team/603/10301	[3, 4, 1, 1, 9]
111722	0	639	Siena	http://stats.ncaa.org/team/639/10301	[1, 2, 7, 4, 14]
111722	1	683	Stony Brook	http://stats.ncaa.org/team/683/10301	[4, 8, 4, 5, 21]
111762	0	369	Loyola Maryland	http://stats.ncaa.org/team/369/10301	[1, 3, 2, 1, 1, 8]
111762	1	726	Navy	http://stats.ncaa.org/team/726/10301	[1, 2, 2, 2, 0, 7]
112362	0	180	Delaware	http://stats.ncaa.org/team/180/10301	[2, 2, 1, 2, 7]
112362	1	322	Johns Hopkins	http://stats.ncaa.org/team/322/10301	[4, 3, 3, 5, 15]
112522	0	52	Bellarmine	http://stats.ncaa.org/team/52/10301	[4, 0, 5, 5, 14]
112522	1	316	Jacksonville	http://stats.ncaa.org/team/316/10301	[3, 6, 2, 2, 13]
112682	0	83	Bucknell	http://stats.ncaa.org/team/83/10301	[3, 5, 1, 2, 0, 11]
112682	1	193	Duke	http://stats.ncaa.org/team/193/10301	[0, 5, 3, 3, 1, 12]
113263	0	342	Lafayette	http://stats.ncaa.org/team/342/10301	[4, 3, 2, 6, 15]
113263	1	220	Fairfield	http://stats.ncaa.org/team/220/10301	[2, 4, 2, 2, 10]
115702	0	153	Colgate	http://stats.ncaa.org/team/153/10301	[3, 1, 0, 2, 6]
115702	1	62	Binghamton	http://stats.ncaa.org/team/62/10301	[2, 2, 2, 1, 7]
115722	0	587	Rutgers	http://stats.ncaa.org/team/587/10301	[7, 5, 6, 6, 24]
115722	1	748	Wagner	http://stats.ncaa.org/team/748/10301	[2, 2, 0, 0, 4]
118722	0	683	Stony Brook	http://stats.ncaa.org/team/683/10301	[3, 1, 1, 3, 8]
118722	1	746	Virginia	http://stats.ncaa.org/team/746/10301	[4, 4, 3, 2, 13]
118742	0	539	Penn St.	http://stats.ncaa.org/team/539/10301	[1, 2, 2, 3, 8]
118742	1	513	Notre Dame	http://stats.ncaa.org/team/513/10301	[4, 5, 1, 2, 12]
119504	0	391	UMBC	http://stats.ncaa.org/team/391/10301	[2, 0, 1, 3, 6]
119504	1	587	Rutgers	http://stats.ncaa.org/team/587/10301	[1, 0, 2, 2, 5]
119862	0	457	North Carolina	http://stats.ncaa.org/team/457/10301	[2, 4, 5, 0, 11]
119862	1	726	Navy	http://stats.ncaa.org/team/726/10301	[0, 1, 1, 2, 4]
119863	0	172	Dartmouth	http://stats.ncaa.org/team/172/10301	[1, 1, 4, 1, 7]
119863	1	153	Colgate	http://stats.ncaa.org/team/153/10301	[0, 1, 0, 2, 3]
119882	0	639	Siena	http://stats.ncaa.org/team/639/10301	[0, 2, 3, 2, 7]
119882	1	322	Johns Hopkins	http://stats.ncaa.org/team/322/10301	[0, 3, 3, 2, 8]
119942	0	116	Canisius	http://stats.ncaa.org/team/116/10301	[2, 1, 1, 2, 6]
119942	1	275	Harvard	http://stats.ncaa.org/team/275/10301	[3, 6, 6, 1, 16]
119982	0	283	Hofstra	http://stats.ncaa.org/team/283/10301	[1, 6, 3, 4, 14]
119982	1	554	Princeton	http://stats.ncaa.org/team/554/10301	[3, 6, 3, 5, 17]
120002	0	386	Marist	http://stats.ncaa.org/team/386/10301	[2, 1, 3, 4, 1, 11]
120002	1	590	Sacred Heart	http://stats.ncaa.org/team/590/10301	[1, 3, 3, 3, 0, 10]
120042	0	83	Bucknell	http://stats.ncaa.org/team/83/10301	[2, 1, 4, 6, 13]
120042	1	711	Towson	http://stats.ncaa.org/team/711/10301	[1, 4, 4, 0, 9]
120082	0	603	St. John's (NY)	http://stats.ncaa.org/team/603/10301	[2, 5, 0, 3, 10]
