game_id	section_id	player_id	player_name	player_url	position	Goals	Assists	Points	Shots	SOG	Man-Up G	Man-Down G	GB	TO	CT	FO Won	FOs Taken	Pen	Pen Time	G Min	Goals Allowed	Saves	W	L	T	RC	YC	"Clears	Att"	Clear Pct
4003254	1	1765527	Gillespie, Nathaniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765527	M	6/	2	8/	8	7	1/	""	7	1	1	16	23	1	30	""	""	""	""	""	""	""	""	""	""	""
4003254	1	1765524	Buissereth, Raphael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765524	D	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003254	1	1765520	O'Berry, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765520	M	2	1	3	4	2	""	""	7	5	1	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""
4003254	1	1765517	Stapleton, Jibril	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765517	""	""	""	""	""	""	""	""	3	2	2	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""
4003254	1	1765529	Ranta, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765529	""	2	4/	6	12	6	""	""	2	7/	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""
4003254	1	1765522	Rahim, Sulton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765522	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	6	1	""	""	""	""	""	""	""	""	""
4003254	1	1765525	Stridiron, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765525	""	2	""	2	2	2	""	""	6	""	2	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""
4003254	1		TEAM		""	""	""	""	""	""	""	""	""	7	""	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""
4003254	1		Totals		""	15	10/	25	40	27	1	""	41/	31/	10	20	37/	7/	270	3,600/	18	14	""	""	""	""	""	18	28/	0.643
4003649	0	1748903	Davidson, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1748903	A	""	""	""	""	""	""	""	1	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1525832	Eckes, Cody	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1525832	A	""	""	""	""	""	""	""	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1417732	D'Ostuni, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1417732	D	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1748915	Dachille, Dominic	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1748915	D	""	""	""	""	""	""	""	""	1	""	""	""	2	120/	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1525833	Marcus, Graham	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1525833	LSM	""	""	""	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1748906	Gorman, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1748906	M	""	""	""	6	2	""	""	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1525831	Blatt, Jason	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1525831	M	""	""	""	4	3	""	""	8	2	1	8	11	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1417722	Takacs, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1417722	GK	""	""	""	""	""	""	""	5	""	""	""	""	""	""	3,838/	8	14	""	1/	""	""	""	""	""	""
4003649	0	1417735	Estell, Kevin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1417735	D	""	""	""	""	""	""	""	1	1	""	""	""	2	60	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1748899	Baier, Zachary	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1748899	A	1	""	1	6	2	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1525837	Ortenstone, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1525837	""	2	""	2	9	6	""	""	6	4	1	3	4	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1748902	Cramer, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1748902	""	""	1	1	7	5	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1748900	Crossland, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1748900	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1637451	Brown, Garrett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1637451	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1748901	Graves, Joe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1748901	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1525841	Riley, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1525841	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1525838	Munn, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1525838	""	""	""	""	""	""	""	""	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1637453	Mershon, Reed	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1637453	""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1637457	Adamo, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1637457	""	""	""	""	""	""	""	""	1	""	1	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1417726	Rabun, Travis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1417726	""	4	""	4	4	4	""	""	3	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0	1417736	Ross, Will	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1417736	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0		TEAM		""	""	""	""	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	0		Totals		""	7	1	8	36	22	""	""	35	15	6	11	17	5	210	3,838/	8	14	""	""	""	""	""	11	14	0.786
4003649	1	1761110	Fox, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761110	""	1	""	1	2	1	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1416239	Fisher, Charlie	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1416239	GK	""	""	""	""	""	""	""	4	1	""	""	""	""	""	3,838/	7	15	1/	""	""	""	""	""	""	""
4003649	1	1416236	Adams, Christopher	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1416236	""	""	""	""	""	""	""	""	2	1	2	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1416244	Skinner, Dakota	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1416244	""	""	""	""	1	""	""	""	""	1	3/	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1650022	Riggs, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650022	""	""	""	""	5	4	""	""	6	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1542447	Quintero, Julian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542447	""	""	""	""	""	""	""	""	1	""	""	6	17	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1761113	Knight-Turcan, Kai	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761113	""	2	1	3	8	6	""	""	3	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1761118	Postell, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761118	""	""	""	""	""	""	""	""	""	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1542446	Montagne, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542446	""	2	""	2	5	3	""	""	5	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1650023	Smith, Sean	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650023	""	""	""	""	""	""	""	""	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1650020	Hanley, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650020	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1660082	Barger, Everett	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660082	""	1	""	1	7	2	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1761119	Searcy, Jacob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761119	""	""	""	""	1	1	""	""	1	""	""	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1761126	Welsh, Jared	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761126	""	1	1	2	3	2	1/	""	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1761123	Spalding, Logan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761123	""	""	1	1	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1650014	Amerie, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650014	""	1	""	1	2	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1761111	Heaviland, Nathan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761111	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1650021	Rankin, Parker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1650021	""	""	""	""	1	1	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1542441	Gualy, Sebastian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542441	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1	1761117	Monette, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1761117	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1		TEAM		""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4003649	1		Totals		""	8	3	11	35	22	1/	""	26	13	7	6	17	2	90	3,838/	7	15	""	""	""	""	""	10	15	0.667
4008361	0	1765526	Houghton, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765526	A	""	""	""	2	""	""	""	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765521	Kwapil, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765521	D	""	""	""	""	""	""	""	2	""	1	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765517	Stapleton, Jibril	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765517	M	""	""	""	""	""	""	""	1	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765519	Hood, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765519	A	2	1	3	6	5	""	""	2	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765523	Bush, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765523	D	""	""	""	1	""	""	""	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765528	Edwards, Lane	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765528	GK	""	""	""	""	""	""	""	""	""	""	""	""	""	""	1,800	6	5	""	1/	""	""	""	""	""	""
4008361	0	1765527	Gillespie, Nathaniel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765527	M	1	1	2	6	2	""	""	5	5	""	2	12	1	30	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765529	Ranta, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765529	M	""	""	""	3	2	""	""	""	2	""	""	1	1	30	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765524	Buissereth, Raphael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765524	D	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765520	O'Berry, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765520	M	2	""	2	5	3	1/	""	3	""	1	6	11	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765530	Arce, Jorge	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765530	""	""	""	""	""	""	""	""	1	""	""	1	5	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	0	1765522	Rahim, Sulton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765522	""	""	""	""	""	""	""	""	1	2	""	""	""	""	""	1,800	13	3	""	""	""	""	""	""	""	""
4008361	0	1765525	Stridiron, Tyler	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1765525	""	1	""	1	1	1	""	""	3	3	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	0		TEAM		""	""	""	""	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	0		Totals		""	6	2	8	24	13	1	""	24	16	6	9	29	3	120	3,600/	19	8	""	""	""	""	""	9	13	0.692
4008361	1	1760369	Maynor, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760369	D	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1648364	Ronk, Chad	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1648364	D	""	""	""	""	""	""	""	2	""	2	""	""	2	180	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1648358	Dalton, Davis	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1648358	M	2	""	2	4	2	""	""	7	""	""	""	""	2	120	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1542738	Miller, Ethan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542738	D	""	""	""	""	""	""	""	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1545513	Gutierrez, Fabien	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1545513	GK	""	""	""	""	""	""	""	1	""	""	""	""	""	""	2,539	2	6	1	""	""	""	""	""	""	""
4008361	1	1429281	Works, Jakob	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1429281	A	6	3	9	15	7	2	""	1	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1542737	Clayton, Josh	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542737	D	""	""	""	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760368	George, Mike	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760368	A	1	""	1	1	1	1	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1648350	Rowe, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1648350	A	""	""	""	2	2	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760372	Hitt, Samuel	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760372	FO	""	""	""	""	""	""	""	12	""	""	18	23	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760373	Harper, A.J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760373	""	1	""	1	1	1	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760367	Main, Anthony	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760367	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760362	Saucier, Austen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760362	""	1	1	2	1	1	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760366	Ohliger, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760366	""	""	""	""	1	""	""	""	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1542741	Scheele, Brandon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542741	""	2	""	2	5	3	""	""	2	1	""	2	5	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1648354	Dailey, Caleb	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1648354	""	1	""	1	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760365	Glisson, Cameron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760365	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760363	Fuentes, Carmen	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760363	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1542739	Edwards, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542739	""	""	""	""	""	""	""	""	1	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1648353	Twiggs, Colton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1648353	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1542742	Horner, D.J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542742	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1542745	Snead, Hayden	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542745	""	""	""	""	""	""	""	""	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760371	McCray, Heath	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760371	""	""	""	""	""	""	""	""	""	""	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760370	Henning, Jack	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760370	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760357	Schrampfer, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760357	""	1	""	1	3	1	""	""	1	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760364	Hastings, Karson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760364	""	2	2	4	2	2	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1648357	Ballard, Kendrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1648357	""	""	1	1	4	3	""	""	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760358	Porter, Kenneth	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760358	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	1,061	4	1	""	""	""	""	""	""	""	""
4008361	1	1660083	Smith, Kristian	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1660083	""	""	""	""	""	""	""	""	1	1	""	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760355	Puller, Mac	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760355	""	1	2	3	2	1	""	""	2	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760360	Powell, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760360	""	""	""	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760356	Stading, Miles	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760356	""	""	""	""	2	1	""	""	2	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760361	Smoot, Tannor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760361	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1	1760359	Monlezum, William	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760359	""	1	""	1	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1		TEAM		""	""	""	""	""	""	""	""	3	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4008361	1		Totals		""	19	9	28	48	27	3	""	49	11	7	20	29	6	420	3,600	6	7	""	""	""	""	""	17	18	0.944
4009116	0	1542138	Leeds, Aaron	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1542138	D	""	""	""	""	""	""	""	""	""	""	""	""	1/	60/	""	""	""	""	""	""	""	""	""	""	""
