"year"	"year_id"	"division"	"team_id"	"team_name"	"team_url"
2016	12380	1	406	"Mercer"	"http://stats.ncaa.org/team/406/12380"
2016	12380	1	418	"Michigan"	"http://stats.ncaa.org/team/418/12380"
2016	12380	1	439	"Monmouth"	"http://stats.ncaa.org/team/439/12380"
2016	12380	1	450	"Mt. St. Mary's"	"http://stats.ncaa.org/team/450/12380"
2016	12380	1	471	"NJIT"	"http://stats.ncaa.org/team/471/12380"
2016	12380	1	726	"Navy"	"http://stats.ncaa.org/team/726/12380"
2016	12380	1	457	"North Carolina"	"http://stats.ncaa.org/team/457/12380"
2016	12380	1	513	"Notre Dame"	"http://stats.ncaa.org/team/513/12380"
2016	12380	1	518	"Ohio St."	"http://stats.ncaa.org/team/518/12380"
2016	12380	1	540	"Penn"	"http://stats.ncaa.org/team/540/12380"
2016	12380	1	539	"Penn St."	"http://stats.ncaa.org/team/539/12380"
2016	12380	1	554	"Princeton"	"http://stats.ncaa.org/team/554/12380"
2016	12380	1	556	"Providence"	"http://stats.ncaa.org/team/556/12380"
2016	12380	1	562	"Quinnipiac"	"http://stats.ncaa.org/team/562/12380"
2016	12380	1	575	"Richmond"	"http://stats.ncaa.org/team/575/12380"
2016	12380	1	579	"Robert Morris"	"http://stats.ncaa.org/team/579/12380"
2016	12380	1	587	"Rutgers"	"http://stats.ncaa.org/team/587/12380"
2016	12380	1	590	"Sacred Heart"	"http://stats.ncaa.org/team/590/12380"
2016	12380	1	606	"Saint Joseph's"	"http://stats.ncaa.org/team/606/12380"
2016	12380	1	639	"Siena"	"http://stats.ncaa.org/team/639/12380"
2016	12380	1	603	"St. John's (NY)"	"http://stats.ncaa.org/team/603/12380"
2016	12380	1	683	"Stony Brook"	"http://stats.ncaa.org/team/683/12380"
2016	12380	1	688	"Syracuse"	"http://stats.ncaa.org/team/688/12380"
2016	12380	1	711	"Towson"	"http://stats.ncaa.org/team/711/12380"
2016	12380	1	391	"UMBC"	"http://stats.ncaa.org/team/391/12380"
2016	12380	1	368	"UMass Lowell"	"http://stats.ncaa.org/team/368/12380"
2016	12380	1	741	"VMI"	"http://stats.ncaa.org/team/741/12380"
2016	12380	1	738	"Vermont"	"http://stats.ncaa.org/team/738/12380"
2016	12380	1	739	"Villanova"	"http://stats.ncaa.org/team/739/12380"
2016	12380	1	746	"Virginia"	"http://stats.ncaa.org/team/746/12380"
2016	12380	1	748	"Wagner"	"http://stats.ncaa.org/team/748/12380"
2016	12380	1	813	"Yale"	"http://stats.ncaa.org/team/813/12380"
2016	12380	2	929	"Adams St."	"http://stats.ncaa.org/team/929/12380"
2016	12380	2	3	"Adelphi"	"http://stats.ncaa.org/team/3/12380"
2016	12380	2	10	"Ala.-Huntsville"	"http://stats.ncaa.org/team/10/12380"
2016	12380	2	934	"Alderson Broaddus"	"http://stats.ncaa.org/team/934/12380"
2016	12380	2	22	"American Int'l"	"http://stats.ncaa.org/team/22/12380"
2016	12380	2	36	"Assumption"	"http://stats.ncaa.org/team/36/12380"
2016	12380	2	2683	"Belmont Abbey"	"http://stats.ncaa.org/team/2683/12380"
2016	12380	2	56	"Bentley"	"http://stats.ncaa.org/team/56/12380"
2016	12380	2	30094	"Brevard"	"http://stats.ncaa.org/team/30094/12380"
2016	12380	2	1001	"Catawba"	"http://stats.ncaa.org/team/1001/12380"
2016	12380	2	21323	"Chestnut Hill"	"http://stats.ncaa.org/team/21323/12380"
2016	12380	2	1023	"Coker"	"http://stats.ncaa.org/team/1023/12380"
2016	12380	2	11416	"Colorado Mesa"	"http://stats.ncaa.org/team/11416/12380"
2016	12380	2	2720	"Colorado St.-Pueblo"	"http://stats.ncaa.org/team/2720/12380"
2016	12380	2	174	"Davis & Elkins"	"http://stats.ncaa.org/team/174/12380"
2016	12380	2	186	"Dist. Columbia"	"http://stats.ncaa.org/team/186/12380"
2016	12380	2	8956	"Dominican (NY)"	"http://stats.ncaa.org/team/8956/12380"
2016	12380	2	2692	"Dowling"	"http://stats.ncaa.org/team/2692/12380"
2016	12380	2	30193	"Emmanuel (GA)"	"http://stats.ncaa.org/team/30193/12380"
2016	12380	2	233	"Fla. Southern"	"http://stats.ncaa.org/team/233/12380"
2016	12380	2	230	"Florida Tech"	"http://stats.ncaa.org/team/230/12380"
2016	12380	2	241	"Franklin Pierce"	"http://stats.ncaa.org/team/241/12380"
2016	12380	2	9004	"Georgian Court"	"http://stats.ncaa.org/team/9004/12380"
2016	12380	2	362	"LIU Post"	"http://stats.ncaa.org/team/362/12380"
2016	12380	2	2746	"Lake Erie"	"http://stats.ncaa.org/team/2746/12380"
2016	12380	2	349	"Le Moyne"	"http://stats.ncaa.org/team/349/12380"
2016	12380	2	13302	"Lees-McRae"	"http://stats.ncaa.org/team/13302/12380"
2016	12380	2	1170	"Lenoir-Rhyne"	"http://stats.ncaa.org/team/1170/12380"
2016	12380	2	1174	"Limestone"	"http://stats.ncaa.org/team/1174/12380"
2016	12380	2	1176	"Lincoln Memorial"	"http://stats.ncaa.org/team/1176/12380"
2016	12380	2	30136	"Lindenwood (MO)"	"http://stats.ncaa.org/team/30136/12380"
2016	12380	2	20794	"Lynn"	"http://stats.ncaa.org/team/20794/12380"
2016	12380	2	1199	"Mars Hill"	"http://stats.ncaa.org/team/1199/12380"
2016	12380	2	407	"Mercy"	"http://stats.ncaa.org/team/407/12380"
2016	12380	2	408	"Mercyhurst"	"http://stats.ncaa.org/team/408/12380"
2016	12380	2	410	"Merrimack"	"http://stats.ncaa.org/team/410/12380"
2016	12380	2	437	"Molloy"	"http://stats.ncaa.org/team/437/12380"
2016	12380	2	1245	"Mount Olive"	"http://stats.ncaa.org/team/1245/12380"
2016	12380	2	477	"NYIT"	"http://stats.ncaa.org/team/477/12380"
2016	12380	2	9223	"North Greenville"	"http://stats.ncaa.org/team/9223/12380"
2016	12380	2	30056	"Notre Dame de Namur"	"http://stats.ncaa.org/team/30056/12380"
2016	12380	2	15207	"Ohio Valley"	"http://stats.ncaa.org/team/15207/12380"
2016	12380	2	533	"Pace"	"http://stats.ncaa.org/team/533/12380"
2016	12380	2	542	"Pfeiffer"	"http://stats.ncaa.org/team/542/12380"
2016	12380	2	1318	"Post"	"http://stats.ncaa.org/team/1318/12380"
2016	12380	2	11504	"Queens (NC)"	"http://stats.ncaa.org/team/11504/12380"
2016	12380	2	30150	"Roberts Wesleyan"	"http://stats.ncaa.org/team/30150/12380"
2016	12380	2	1328	"Rockhurst"	"http://stats.ncaa.org/team/1328/12380"
2016	12380	2	584	"Rollins"	"http://stats.ncaa.org/team/584/12380"
2016	12380	2	608	"Saint Leo"	"http://stats.ncaa.org/team/608/12380"
2016	12380	2	613	"Saint Michael's"	"http://stats.ncaa.org/team/613/12380"
2016	12380	2	1347	"Saint Rose"	"http://stats.ncaa.org/team/1347/12380"
2016	12380	2	30063	"Seton Hill"	"http://stats.ncaa.org/team/30063/12380"
2016	12380	2	30151	"Shorter"	"http://stats.ncaa.org/team/30151/12380"
2016	12380	2	468	"Southern N.H."	"http://stats.ncaa.org/team/468/12380"
2016	12380	2	593	"St. Anselm"	"http://stats.ncaa.org/team/593/12380"
2016	12380	2	1348	"St. Thomas Aquinas"	"http://stats.ncaa.org/team/1348/12380"
2016	12380	2	689	"Tampa"	"http://stats.ncaa.org/team/689/12380"
2016	12380	2	12830	"Tusculum"	"http://stats.ncaa.org/team/12830/12380"
2016	12380	2	309	"UIndy"	"http://stats.ncaa.org/team/309/12380"
2016	12380	2	30141	"Walsh"	"http://stats.ncaa.org/team/30141/12380"
2016	12380	2	30209	"Westminster (UT)"	"http://stats.ncaa.org/team/30209/12380"
2016	12380	2	12799	"Wheeling Jesuit"	"http://stats.ncaa.org/team/12799/12380"
2016	12380	2	1462	"Wingate"	"http://stats.ncaa.org/team/1462/12380"
2016	12380	2	30154	"Young Harris"	"http://stats.ncaa.org/team/30154/12380"
2016	12380	3	4	"Adrian"	"http://stats.ncaa.org/team/4/12380"
2016	12380	3	2798	"Albertus Magnus"	"http://stats.ncaa.org/team/2798/12380"
2016	12380	3	15	"Albion"	"http://stats.ncaa.org/team/15/12380"
2016	12380	3	16	"Albright"	"http://stats.ncaa.org/team/16/12380"
2016	12380	3	18	"Alfred"	"http://stats.ncaa.org/team/18/12380"
2016	12380	3	30170	"Alfred St."	"http://stats.ncaa.org/team/30170/12380"
2016	12380	3	21	"Alma"	"http://stats.ncaa.org/team/21/12380"
2016	12380	3	938	"Alvernia"	"http://stats.ncaa.org/team/938/12380"
2016	12380	3	24	"Amherst"	"http://stats.ncaa.org/team/24/12380"
2016	12380	3	26	"Anna Maria"	"http://stats.ncaa.org/team/26/12380"
2016	12380	3	966	"Arcadia"	"http://stats.ncaa.org/team/966/12380"
2016	12380	3	40	"Augustana (IL)"	"http://stats.ncaa.org/team/40/12380"
2016	12380	3	42	"Aurora"	"http://stats.ncaa.org/team/42/12380"
2016	12380	3	45	"Babson"	"http://stats.ncaa.org/team/45/12380"
2016	12380	3	46	"Baldwin Wallace"	"http://stats.ncaa.org/team/46/12380"
2016	12380	3	962	"Bard"	"http://stats.ncaa.org/team/962/12380"
2016	12380	3	50	"Bates"	"http://stats.ncaa.org/team/50/12380"
2016	12380	3	26107	"Becker"	"http://stats.ncaa.org/team/26107/12380"
2016	12380	3	53	"Beloit"	"http://stats.ncaa.org/team/53/12380"
2016	12380	3	296	"Benedictine (IL)"	"http://stats.ncaa.org/team/296/12380"
2016	12380	3	973	"Berry"	"http://stats.ncaa.org/team/973/12380"
2016	12380	3	59	"Bethany (WV)"	"http://stats.ncaa.org/team/59/12380"
2016	12380	3	28593	"Birmingham-So."	"http://stats.ncaa.org/team/28593/12380"
2016	12380	3	69	"Bowdoin"	"http://stats.ncaa.org/team/69/12380"
2016	12380	3	75	"Bridgewater (VA)"	"http://stats.ncaa.org/team/75/12380"
2016	12380	3	78	"Brockport"	"http://stats.ncaa.org/team/78/12380"
2016	12380	3	30188	"Bryn Athyn"	"http://stats.ncaa.org/team/30188/12380"
2016	12380	3	88	"Cabrini"	"http://stats.ncaa.org/team/88/12380"
2016	12380	3	114	"Calvin"	"http://stats.ncaa.org/team/114/12380"
2016	12380	3	117	"Capital"	"http://stats.ncaa.org/team/117/12380"
2016	12380	3	120	"Carroll (WI)"	"http://stats.ncaa.org/team/120/12380"
2016	12380	3	121	"Carthage"	"http://stats.ncaa.org/team/121/12380"
2016	12380	3	123	"Castleton"	"http://stats.ncaa.org/team/123/12380"
2016	12380	3	124	"Catholic"	"http://stats.ncaa.org/team/124/12380"
2016	12380	3	23624	"Cazenovia"	"http://stats.ncaa.org/team/23624/12380"
2016	12380	3	125	"Centenary (LA)"	"http://stats.ncaa.org/team/125/12380"
2016	12380	3	12884	"Centenary (NJ)"	"http://stats.ncaa.org/team/12884/12380"
2016	12380	3	132	"Centre"	"http://stats.ncaa.org/team/132/12380"
2016	12380	3	139	"Chris. Newport"	"http://stats.ncaa.org/team/139/12380"
2016	12380	3	145	"Clark (MA)"	"http://stats.ncaa.org/team/145/12380"
2016	12380	3	146	"Clarkson"	"http://stats.ncaa.org/team/146/12380"
2016	12380	3	722	"Coast Guard"	"http://stats.ncaa.org/team/722/12380"
2016	12380	3	30083	"Cobleskill St."	"http://stats.ncaa.org/team/30083/12380"
2016	12380	3	151	"Colby"	"http://stats.ncaa.org/team/151/12380"
2016	12380	3	154	"Colorado Col."	"http://stats.ncaa.org/team/154/12380"
2016	12380	3	160	"Concordia Chicago"	"http://stats.ncaa.org/team/160/12380"
2016	12380	3	1036	"Concordia Wisconsin"	"http://stats.ncaa.org/team/1036/12380"
2016	12380	3	163	"Connecticut Col."	"http://stats.ncaa.org/team/163/12380"
2016	12380	3	166	"Cornell College"	"http://stats.ncaa.org/team/166/12380"
2016	12380	3	170	"Curry"	"http://stats.ncaa.org/team/170/12380"
2016	12380	3	1044	"Dallas"	"http://stats.ncaa.org/team/1044/12380"
2016	12380	3	2691	"Daniel Webster"	"http://stats.ncaa.org/team/2691/12380"
2016	12380	3	177	"DePauw"	"http://stats.ncaa.org/team/177/12380"
2016	12380	3	20	"DeSales"	"http://stats.ncaa.org/team/20/12380"
2016	12380	3	1050	"Defiance"	"http://stats.ncaa.org/team/1050/12380"
2016	12380	3	179	"Delaware Valley"	"http://stats.ncaa.org/team/179/12380"
2016	12380	3	182	"Denison"	"http://stats.ncaa.org/team/182/12380"
2016	12380	3	185	"Dickinson"	"http://stats.ncaa.org/team/185/12380"
2016	12380	3	190	"Drew"	"http://stats.ncaa.org/team/190/12380"
2016	12380	3	192	"Dubuque"	"http://stats.ncaa.org/team/192/12380"
2016	12380	3	8968	"Eastern"	"http://stats.ncaa.org/team/8968/12380"
2016	12380	3	200	"Eastern Conn. St."	"http://stats.ncaa.org/team/200/12380"
2016	12380	3	211	"Elizabethtown"	"http://stats.ncaa.org/team/211/12380"
2016	12380	3	212	"Elmhurst"	"http://stats.ncaa.org/team/212/12380"
2016	12380	3	213	"Elmira"	"http://stats.ncaa.org/team/213/12380"
2016	12380	3	214	"Emerson"	"http://stats.ncaa.org/team/214/12380"
2016	12380	3	215	"Emmanuel (MA)"	"http://stats.ncaa.org/team/215/12380"
2016	12380	3	8981	"Endicott"	"http://stats.ncaa.org/team/8981/12380"
2016	12380	3	221	"FDU-Florham"	"http://stats.ncaa.org/team/221/12380"
2016	12380	3	27892	"Farmingdale St."	"http://stats.ncaa.org/team/27892/12380"
2016	12380	3	225	"Ferrum"	"http://stats.ncaa.org/team/225/12380"
2016	12380	3	11538	"Fontbonne"	"http://stats.ncaa.org/team/11538/12380"
2016	12380	3	30069	"Franciscan"	"http://stats.ncaa.org/team/30069/12380"
2016	12380	3	239	"Frank. & Marsh."	"http://stats.ncaa.org/team/239/12380"
2016	12380	3	243	"Frostburg St."	"http://stats.ncaa.org/team/243/12380"
2016	12380	3	258	"Gettysburg"	"http://stats.ncaa.org/team/258/12380"
2016	12380	3	1099	"Gordon"	"http://stats.ncaa.org/team/1099/12380"
2016	12380	3	1467	"Goucher"	"http://stats.ncaa.org/team/1467/12380"
2016	12380	3	11062	"Green Mountain"	"http://stats.ncaa.org/team/11062/12380"
2016	12380	3	263	"Greensboro"	"http://stats.ncaa.org/team/263/12380"
2016	12380	3	1112	"Guilford"	"http://stats.ncaa.org/team/1112/12380"
2016	12380	3	12399	"Gwynedd Mercy"	"http://stats.ncaa.org/team/12399/12380"
2016	12380	3	267	"Hamilton"	"http://stats.ncaa.org/team/267/12380"
2016	12380	3	269	"Hampden-Sydney"	"http://stats.ncaa.org/team/269/12380"
2016	12380	3	1115	"Hanover"	"http://stats.ncaa.org/team/1115/12380"
2016	12380	3	273	"Hartwick"	"http://stats.ncaa.org/team/273/12380"
2016	12380	3	276	"Haverford"	"http://stats.ncaa.org/team/276/12380"
2016	12380	3	1124	"Hendrix"	"http://stats.ncaa.org/team/1124/12380"
2016	12380	3	8398	"Hilbert"	"http://stats.ncaa.org/team/8398/12380"
2016	12380	3	281	"Hiram"	"http://stats.ncaa.org/team/281/12380"
2016	12380	3	8404	"Hood"	"http://stats.ncaa.org/team/8404/12380"
2016	12380	3	286	"Hope"	"http://stats.ncaa.org/team/286/12380"
2016	12380	3	30160	"Houghton"	"http://stats.ncaa.org/team/30160/12380"
2016	12380	3	1130	"Huntingdon"	"http://stats.ncaa.org/team/1130/12380"
2016	12380	3	1133	"Husson"	"http://stats.ncaa.org/team/1133/12380"
2016	12380	3	300	"Ill. Wesleyan"	"http://stats.ncaa.org/team/300/12380"
2016	12380	3	303	"Immaculata"	"http://stats.ncaa.org/team/303/12380"
2016	12380	3	313	"Ithaca"	"http://stats.ncaa.org/team/313/12380"
2016	12380	3	320	"John Carroll"	"http://stats.ncaa.org/team/320/12380"
2016	12380	3	22626	"Johnson & Wales (RI)"	"http://stats.ncaa.org/team/22626/12380"
2016	12380	3	324	"Johnson St."	"http://stats.ncaa.org/team/324/12380"
2016	12380	3	326	"Kalamazoo"	"http://stats.ncaa.org/team/326/12380"
2016	12380	3	329	"Kean"	"http://stats.ncaa.org/team/329/12380"
2016	12380	3	330	"Keene St."	"http://stats.ncaa.org/team/330/12380"
2016	12380	3	335	"Kenyon"	"http://stats.ncaa.org/team/335/12380"
2016	12380	3	1159	"Keuka"	"http://stats.ncaa.org/team/1159/12380"
2016	12380	3	30047	"Keystone"	"http://stats.ncaa.org/team/30047/12380"
2016	12380	3	336	"King's (PA)"	"http://stats.ncaa.org/team/336/12380"
2016	12380	3	1163	"La Roche"	"http://stats.ncaa.org/team/1163/12380"
2016	12380	3	8486	"Lasell"	"http://stats.ncaa.org/team/8486/12380"
2016	12380	3	351	"Lebanon Valley"	"http://stats.ncaa.org/team/351/12380"
2016	12380	3	373	"Lycoming"	"http://stats.ncaa.org/team/373/12380"
2016	12380	3	374	"Lynchburg"	"http://stats.ncaa.org/team/374/12380"
2016	12380	3	30065	"Lyndon St."	"http://stats.ncaa.org/team/30065/12380"
2016	12380	3	398	"MIT"	"http://stats.ncaa.org/team/398/12380"
2016	12380	3	20220	"MSOE"	"http://stats.ncaa.org/team/20220/12380"
2016	12380	3	378	"Maine Maritime"	"http://stats.ncaa.org/team/378/12380"
2016	12380	3	382	"Manhattanville"	"http://stats.ncaa.org/team/382/12380"
2016	12380	3	390	"Mary Washington"	"http://stats.ncaa.org/team/390/12380"
2016	12380	3	394	"Marymount (VA)"	"http://stats.ncaa.org/team/394/12380"
2016	12380	3	397	"Marywood"	"http://stats.ncaa.org/team/397/12380"
2016	12380	3	399	"Mass. Maritime"	"http://stats.ncaa.org/team/399/12380"
2016	12380	3	773	"McDaniel"	"http://stats.ncaa.org/team/773/12380"
2016	12380	3	379	"Me.-Farmington"	"http://stats.ncaa.org/team/379/12380"
2016	12380	3	23725	"Medaille"	"http://stats.ncaa.org/team/23725/12380"
2016	12380	3	724	"Merchant Marine"	"http://stats.ncaa.org/team/724/12380"
2016	12380	3	411	"Messiah"	"http://stats.ncaa.org/team/411/12380"
2016	12380	3	412	"Methodist"	"http://stats.ncaa.org/team/412/12380"
2016	12380	3	420	"Middlebury"	"http://stats.ncaa.org/team/420/12380"
2016	12380	3	426	"Millsaps"	"http://stats.ncaa.org/team/426/12380"
2016	12380	3	16142	"Misericordia"	"http://stats.ncaa.org/team/16142/12380"
2016	12380	3	30042	"Mitchell"	"http://stats.ncaa.org/team/30042/12380"
2016	12380	3	442	"Montclair St."	"http://stats.ncaa.org/team/442/12380"
2016	12380	3	443	"Moravian"	"http://stats.ncaa.org/team/443/12380"
2016	12380	3	30067	"Morrisville St."	"http://stats.ncaa.org/team/30067/12380"
2016	12380	3	27901	"Mount Ida"	"http://stats.ncaa.org/team/27901/12380"
2016	12380	3	452	"Mount Union"	"http://stats.ncaa.org/team/452/12380"
2016	12380	3	1468	"Mt. St. Mary (NY)"	"http://stats.ncaa.org/team/1468/12380"
2016	12380	3	451	"Mt. St. Vincent"	"http://stats.ncaa.org/team/451/12380"
2016	12380	3	453	"Muhlenberg"	"http://stats.ncaa.org/team/453/12380"
2016	12380	3	455	"Muskingum"	"http://stats.ncaa.org/team/455/12380"
2016	12380	3	461	"Nazareth"	"http://stats.ncaa.org/team/461/12380"
2016	12380	3	1254	"Neumann"	"http://stats.ncaa.org/team/1254/12380"
2016	12380	3	467	"New England Col."	"http://stats.ncaa.org/team/467/12380"
2016	12380	3	484	"Nichols"	"http://stats.ncaa.org/team/484/12380"
2016	12380	3	511	"Norwich"	"http://stats.ncaa.org/team/511/12380"
2016	12380	3	515	"Oberlin"	"http://stats.ncaa.org/team/515/12380"
2016	12380	3	2713	"Oglethorpe"	"http://stats.ncaa.org/team/2713/12380"
2016	12380	3	517	"Ohio Northern"	"http://stats.ncaa.org/team/517/12380"
2016	12380	3	520	"Ohio Wesleyan"	"http://stats.ncaa.org/team/520/12380"
2016	12380	3	525	"Olivet"	"http://stats.ncaa.org/team/525/12380"
2016	12380	3	530	"Oswego St."	"http://stats.ncaa.org/team/530/12380"
2016	12380	3	531	"Otterbein"	"http://stats.ncaa.org/team/531/12380"
2016	12380	3	21830	"Piedmont"	"http://stats.ncaa.org/team/21830/12380"
2016	12380	3	547	"Plattsburgh St."	"http://stats.ncaa.org/team/547/12380"
2016	12380	3	548	"Plymouth St."	"http://stats.ncaa.org/team/548/12380"
2016	12380	3	580	"RIT"	"http://stats.ncaa.org/team/580/12380"
2016	12380	3	566	"Randolph"	"http://stats.ncaa.org/team/566/12380"
2016	12380	3	565	"Randolph-Macon"	"http://stats.ncaa.org/team/565/12380"
2016	12380	3	569	"Regis (MA)"	"http://stats.ncaa.org/team/569/12380"
2016	12380	3	570	"Rensselaer"	"http://stats.ncaa.org/team/570/12380"
2016	12380	3	573	"Rhodes"	"http://stats.ncaa.org/team/573/12380"
2016	12380	3	18422	"Rivier"	"http://stats.ncaa.org/team/18422/12380"
2016	12380	3	578	"Roanoke"	"http://stats.ncaa.org/team/578/12380"
2016	12380	3	583	"Roger Williams"	"http://stats.ncaa.org/team/583/12380"
2016	12380	3	15882	"Rosemont"	"http://stats.ncaa.org/team/15882/12380"
2016	12380	3	30165	"SUNY Canton"	"http://stats.ncaa.org/team/30165/12380"
2016	12380	3	168	"SUNY Cortland"	"http://stats.ncaa.org/team/168/12380"
2016	12380	3	247	"SUNY Geneseo"	"http://stats.ncaa.org/team/247/12380"
2016	12380	3	478	"SUNY Maritime"	"http://stats.ncaa.org/team/478/12380"
2016	12380	3	526	"SUNY Oneonta"	"http://stats.ncaa.org/team/526/12380"
2016	12380	3	9500	"SUNY Poly"	"http://stats.ncaa.org/team/9500/12380"
2016	12380	3	552	"SUNY Potsdam"	"http://stats.ncaa.org/team/552/12380"
2016	12380	3	30064	"Saint Vincent"	"http://stats.ncaa.org/team/30064/12380"
2016	12380	3	621	"Salem St."	"http://stats.ncaa.org/team/621/12380"
2016	12380	3	622	"Salisbury"	"http://stats.ncaa.org/team/622/12380"
2016	12380	3	623	"Salve Regina"	"http://stats.ncaa.org/team/623/12380"
2016	12380	3	633	"Scranton"	"http://stats.ncaa.org/team/633/12380"
2016	12380	3	652	"Sewanee"	"http://stats.ncaa.org/team/652/12380"
2016	12380	3	637	"Shenandoah"	"http://stats.ncaa.org/team/637/12380"
2016	12380	3	642	"Skidmore"	"http://stats.ncaa.org/team/642/12380"
2016	12380	3	662	"Southern Me."	"http://stats.ncaa.org/team/662/12380"
2016	12380	3	30164	"Southern Va."	"http://stats.ncaa.org/team/30164/12380"
2016	12380	3	8746	"Southwestern (TX)"	"http://stats.ncaa.org/team/8746/12380"
2016	12380	3	673	"Springfield"	"http://stats.ncaa.org/team/673/12380"
2016	12380	3	601	"St. John Fisher"	"http://stats.ncaa.org/team/601/12380"
2016	12380	3	605	"St. Joseph's (ME)"	"http://stats.ncaa.org/team/605/12380"
2016	12380	3	607	"St. Lawrence"	"http://stats.ncaa.org/team/607/12380"
2016	12380	3	611	"St. Mary's (MD)"	"http://stats.ncaa.org/team/611/12380"
2016	12380	3	679	"Stevens"	"http://stats.ncaa.org/team/679/12380"
2016	12380	3	21852	"Stevenson"	"http://stats.ncaa.org/team/21852/12380"
2016	12380	3	681	"Stockton"	"http://stats.ncaa.org/team/681/12380"
2016	12380	3	685	"Susquehanna"	"http://stats.ncaa.org/team/685/12380"
2016	12380	3	686	"Swarthmore"	"http://stats.ncaa.org/team/686/12380"
2016	12380	3	707	"Thiel"	"http://stats.ncaa.org/team/707/12380"
2016	12380	3	2758	"Thomas (ME)"	"http://stats.ncaa.org/team/2758/12380"
2016	12380	3	28749	"Transylvania"	"http://stats.ncaa.org/team/28749/12380"
2016	12380	3	30037	"Trine"	"http://stats.ncaa.org/team/30037/12380"
2016	12380	3	713	"Trinity (CT)"	"http://stats.ncaa.org/team/713/12380"
2016	12380	3	717	"Tufts"	"http://stats.ncaa.org/team/717/12380"
2016	12380	3	1255	"U New England"	"http://stats.ncaa.org/team/1255/12380"
2016	12380	3	401	"UMass Boston"	"http://stats.ncaa.org/team/401/12380"
2016	12380	3	656	"UMass Dartmouth"	"http://stats.ncaa.org/team/656/12380"
2016	12380	3	727	"Union (NY)"	"http://stats.ncaa.org/team/727/12380"
2016	12380	3	730	"Ursinus"	"http://stats.ncaa.org/team/730/12380"
2016	12380	3	733	"Utica"	"http://stats.ncaa.org/team/733/12380"
2016	12380	3	745	"Va. Wesleyan"	"http://stats.ncaa.org/team/745/12380"
2016	12380	3	737	"Vassar"	"http://stats.ncaa.org/team/737/12380"
2016	12380	3	747	"Wabash"	"http://stats.ncaa.org/team/747/12380"
2016	12380	3	751	"Wash. & Jeff."	"http://stats.ncaa.org/team/751/12380"
2016	12380	3	752	"Wash. & Lee"	"http://stats.ncaa.org/team/752/12380"
2016	12380	3	753	"Washington Col."	"http://stats.ncaa.org/team/753/12380"
2016	12380	3	761	"Wells"	"http://stats.ncaa.org/team/761/12380"
