game_id	section_id	player_id	player_name	player_url	position	Goals	Assists	Points	Shots	SOG	Man-Up G	Man-Down G	GB	TO	CT	FO Won	FOs Taken	Pen	Pen Time	G Min	Goals Allowed	Saves	W	L	T	RC	YC	"Clears	Att"	Clear Pct
4002641	0		Austin Ambrose		GK	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3,600	9	9	""	1	""	""	""	""	""	""
4002641	0		Chase Holmes		""	""	""	""	""	""	""	""	2	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Cole Hennings		""	""	""	""	1	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Connor Mills		""	""	""	""	6	2	""	""	2	1	""	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Dennis Bell		""	1	""	1	6	5	""	""	1	3	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Dillon Thompson		""	""	""	""	""	""	""	""	4	""	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Jeff Mathis		""	1	""	1	1	1	""	""	1	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Justin Wells		""	1	1	2	2	1	""	""	2	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Kevin Barry		""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Kevon James		""	1	""	1	2	2	""	""	2	2	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Bennett Jarrett		""	""	""	""	1	""	""	""	2	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Brent Johnson		""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Bryan Bell		""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Chad Huffman		""	1	""	1	2	2	""	""	4	2	2	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Chase Palmer		""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Clay Singletary		""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Grant Sufferling		""	""	""	""	""	""	""	""	1	1	""	4	11	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Jarrad Hinds		""	""	""	""	4	2	""	""	4	""	""	5	6	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Jaylin McCray		""	""	""	""	""	""	""	""	1	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Luis Trujillo		""	""	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		TEAM		""	""	""	""	""	""	""	""	""	4	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	0		Totals		""	5	1	6	25	15	""	""	28	20	10	9	17	1	30	3,600	9	9	""	""	""	""	""	10	11	0.909
4002641	1	1656827	Robinson, Garry	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656827	GK	""	""	""	""	""	""	""	""	""	""	""	""	""	""	3,600	5	10	1	""	""	""	""	""	""	""
4002641	1	1549835	Paul, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1549835	""	""	""	""	""	""	""	""	2	2	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	1	1656822	Getz, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656822	""	2	1	3	6	4	""	""	4	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	1	1444575	Skinner, Joshua	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1444575	""	""	""	""	""	""	""	""	5	1	""	6	10	1	30	""	""	""	""	""	""	""	""	""	""	""
4002641	1	1763987	Kristiansen, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1763987	""	3	1	4	9	5	1	""	""	2	1	""	""	1	60	""	""	""	""	""	""	""	""	""	""	""
4002641	1	1444576	Santry, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1444576	""	""	""	""	""	""	""	""	4	1	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	1	1444577	Williams, Michael	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1444577	""	""	""	""	""	""	""	""	3	""	2	""	""	3	180	""	""	""	""	""	""	""	""	""	""	""
4002641	1	1656820	DeNoers, Morgan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1656820	""	""	""	""	""	""	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
4002641	1	1763982	Edouard, Woodley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1763982	""	""	""	""	""	""	""	""	""	""	""	""	""	1	120	""	""	""	""	""	""	""	""	""	""	""
4002641	1	1444572	Dirkse, Zachery	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1444572	""	1	""	1	3	3	""	""	3	2	1	""	""	1	30	""	""	""	""	""	""	""	""	""	""	""
4002641	1	1546000	Malinowski, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1546000	""	1	""	1	4	2	""	""	1	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
