year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2016	12380	14	Albany (NY)	46		Sacks, Pete		Fr	0	0
2016	12380	14	Albany (NY)	25	1643162.0	Sims, Stone	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1643162.0	So	5	5
2016	12380	14	Albany (NY)	42	1652479.0	Tarbell, Ky	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1652479.0	Jr	0	0
2016	12380	14	Albany (NY)	20	1760851.0	Taylor, Noah	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1760851.0	Fr	2	0
2016	12380	14	Albany (NY)	47	1448975.0	Underwood, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1448975.0	Jr	0	0
2016	12380	14	Albany (NY)	32	1643163.0	Wolfe, Zach	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1643163.0	So	4	0
2016	12380	14	Albany (NY)	26	1643164.0	Zelen, Justin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1643164.0	So	0	0
2016	12380	725	Army West Point	43	1768071.0	Angle, Jeremy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768071.0	Fr	3	0
2016	12380	725	Army West Point	4	1768072.0	Barretto, AJ	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768072.0	Fr	7	6
2016	12380	725	Army West Point	15	1536535.0	Bowman, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536535.0	Jr	6	0
2016	12380	725	Army West Point	26	1424131.0	Canara, A.J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1424131.0	Sr	7	0
2016	12380	725	Army West Point	35	1768073.0	Cole, Jordan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768073.0	Fr	3	0
2016	12380	725	Army West Point	1	1424134.0	Coll, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1424134.0	Sr	6	0
2016	12380	725	Army West Point	36	1657533.0	Colvin, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657533.0	So	7	0
2016	12380	725	Army West Point	31	1768074.0	Condon, Evan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768074.0	Fr	2	0
2016	12380	725	Army West Point	77	1424144.0	Cook, Connor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1424144.0	Sr	7	7
2016	12380	725	Army West Point	14	1768075.0	Crabtree, Thomas	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768075.0	Fr	1	0
2016	12380	725	Army West Point	88	1424145.0	Daly, Alex	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1424145.0	Sr	7	0
2016	12380	725	Army West Point	9	1768076.0	DeSanti, Danny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768076.0	Fr	7	0
2016	12380	725	Army West Point	91	1536538.0	Donovan, Matthew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536538.0	Jr	4	0
2016	12380	725	Army West Point	52	1657534.0	Faircloth, Stowe	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657534.0	So	1	0
2016	12380	725	Army West Point	27	1424137.0	Finney, Sam	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1424137.0	Sr	7	7
2016	12380	725	Army West Point	44	1657535.0	Giglio, Grant	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657535.0	So	0	0
2016	12380	725	Army West Point	53	1657536.0	Glancy, Conor	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657536.0	So	7	7
2016	12380	725	Army West Point	21	1657537.0	Glesener, Ted	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657537.0	So	7	0
2016	12380	725	Army West Point	17	1657538.0	Goettelman, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657538.0	So	2	0
2016	12380	725	Army West Point	99	1536540.0	Grabher, Dan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536540.0	Jr	7	0
2016	12380	725	Army West Point	45	1768077.0	Hoffman, Jimmy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768077.0	Fr	1	0
2016	12380	725	Army West Point	34	1536541.0	Horgan, Ray	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536541.0	Jr	1	0
2016	12380	725	Army West Point	20	1657539.0	Isnardi, Matt	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657539.0	So	4	0
2016	12380	725	Army West Point	28	1536542.0	Johnson, Cole	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536542.0	Jr	7	7
